feature1,feature2,feature3,feature4,feature5
9.920392839404464,1.4418690441604625,4.526592393570157,1.7479736152361345,4.408133353702639
3.24856209350511,3.814913175659539,4.478867795522861,7.017159118534536,9.456871938410337
9.230156988271531,4.628431832904375,8.299751212340063,8.057542699179358,2.3678632462483615
5.725938928374914,5.553518076469161,3.3851004097178623,2.9231394592874174,1.5025464508974031
9.883409162529615,5.403950369686305,3.763057459679598,8.822008066181876,2.3390794699013546
7.110832426264333,3.188219524787364,6.299821907478904,2.9740496003689016,4.259546836518736
2.4048675391103567,3.2029093913192006,3.142152219061071,3.0024931918579343,7.133166494035494
8.262073153719404,6.261468615010799,9.161923766940767,5.71609018029654,9.686687253993743
9.457108211656195,4.851715310263163,5.951767678619576,1.1012301164457168,2.135754879136733
5.164453311375932,8.39675126723083,5.277182242160838,1.7727546972181059,8.933317422482437
3.6817863764939176,1.571821008844692,3.877297057958846,2.308117896593355,1.38558962662639
2.814448109442058,1.8397890660437706,1.0528299698330934,5.073921829832516,5.321933065027741
9.580729523164775,1.7343934150150278,1.3376093254563015,9.752132667375072,4.574829344483211
5.902089425643624,5.674253116337822,4.212851338245589,9.245028519458906,7.583242598194033
5.538927524465677,2.891593279685435,1.830892154447747,1.1426721805395064,8.938384939374462
6.050224520079569,4.734330512038098,3.309497796282027,3.7317302983387592,6.995985261387849
8.543472176836438,7.298647505175617,3.666323282850481,6.4466036334461805,2.043808409489987
7.1610031880399685,7.12393813868765,3.929036707892611,2.22755258972493,4.376901582889432
6.436342973098869,4.426619826922393,7.152269891625233,8.688435615913534,2.556105633428579
7.860008951404717,8.637192426385436,3.8513736481652137,7.085386697025257,6.268824272168826
2.2046619591978533,1.5107299253069708,7.2540323111379115,1.6721923493510988,2.0663713238834354
2.6510487088566856,4.477199750815012,4.425733259322312,5.783605961466595,2.647796452749921
1.5946828445783567,5.423928889130776,8.193898962144623,9.847517039542936,8.264554200991181
9.987480777435684,7.496501367856475,1.6070266685097971,9.378245960030599,9.458747512150826
3.7948447086686503,1.153050362520692,2.493488355015537,5.636198387079498,4.583238574328837
7.882951337686096,4.795967427317381,1.462902741337523,2.1744741546418918,9.316683090865606
1.1918293973746712,6.148272437601767,6.001469327861634,9.188201700559224,7.763458674536116
1.682686066159048,1.2349163750895245,1.0618252421595828,4.708203051934075,2.522015841465997
7.776262676371064,9.423099446945125,5.509261829824865,1.6162709758762555,8.605565186688748
8.39635732525992,8.872582827735712,3.9713871275684394,9.482515282080138,3.263594155989986
7.058544770877014,9.637484940207832,9.901660015693372,9.465877771843669,9.966135923081476
4.354227404099965,8.970549595429848,1.1558017807528187,7.396247029726039,7.24396866632229
9.049714117544246,3.709620292931112,3.4397816350226087,8.29003544358234,7.296054729305474
6.75645511579938,5.873408237867751,7.5994296520216755,6.666234888799294,4.077509718638846
2.9437195620167294,2.7392667962023225,4.274845491416492,6.332007192010697,6.105292931994954
5.381806646133911,1.7963271827836937,5.406236264135407,8.530252928835202,4.429514059864736
8.012866894572207,1.983266128134971,3.4847325840237797,6.963701352263546,7.985252996897442
6.4306451504366375,9.595279902093262,1.8678068449516851,3.5942020041279283,9.046671876846874
1.094278598522542,7.258359582900129,3.7470405306202195,6.548133234639652,8.606267167969367
9.872515066595277,9.657556540209855,9.31113437339419,6.600006301144397,3.9730240708616313
8.651023485005823,4.422382311421479,1.7879696463475159,3.790480035793153,9.103418151023046
5.54159372886864,3.5599480711612452,5.723447381449666,9.593538069219505,6.490632598934878
1.2076051807817048,7.499950036699355,8.10581240380031,6.408915938229549,1.03915271933729
6.088177430310014,3.752127585687782,7.791242010706329,6.4954379699212295,7.051423458034209
1.0380007941455205,9.396188936366062,5.882203891370876,7.731669016503627,5.813172045837499
9.018661740173217,3.5931456219881417,6.559156391701444,9.920949072382072,2.2207497704758
8.551290863902135,9.553856028588768,1.6145424977198262,3.9867641953618893,5.124742821101668
9.442397182290843,1.8356740098954667,9.116170760702657,2.8668618468029776,1.5093383201127852
4.696772981427243,5.652929248739429,1.582541102250768,6.393000395774132,4.010022987779415
8.433705346406224,6.1845621660954935,7.39298377765133,4.920071522941093,4.951893614287027
8.354123936162043,9.877871596195984,9.80704948416417,5.894730272966524,7.675213454752685
7.2857422127277465,8.38608363927902,7.638571803349304,3.5409427013209736,6.903464599646686
9.521394967274107,2.6323359747797523,8.398081866277565,8.322183956738952,3.4163228964858097
4.199535822241605,1.1148382439100715,5.9742432804489205,7.813403231387419,6.904834624436975
9.326904221116006,8.621040655510088,4.999792792894924,4.196059181625849,1.3477313927704957
3.916576149538184,7.871083186389843,7.327030586312206,2.49543118944677,9.142352494853295
5.363453434034353,3.488187286431046,5.039159322163481,2.1705291445213915,4.764885740714103
8.343099684314442,1.2830955808292557,3.8214426921429903,5.272623356631065,6.336871057109426
2.6914266676082113,3.7726696879680715,2.354723067713709,3.905483048631605,5.711782026106696
5.787509687068451,1.891396643200709,8.860825325579416,7.706333899127778,7.245312856908033
2.7817158398699022,4.685349267061882,2.886548130382394,4.506423228580861,6.399390416312205
3.095675461979627,3.655024861038763,2.894532090576168,4.0527218704446195,2.053316329168847
2.279383493456314,2.54843250811339,3.339745154165299,6.610791124725026,3.512276427706075
9.012700738911375,5.794290551283913,9.120764978839482,8.104718013224929,2.9608608372551006
3.9016176658793724,8.863206444500758,8.01197285250106,3.1169694365048373,3.4387796996692277
1.3070274774990218,2.607606259619235,9.505105290669853,2.1323336450933583,8.938131201094322
2.1881542914194827,5.676481411581863,6.359725386326504,5.072758638892413,7.305891437666546
9.405856114391348,5.722118339458689,5.986212229465579,5.897663239604933,6.9014879597243155
6.562805186090983,4.248660596447635,4.514661725670958,5.229418362866303,1.6029826842567152
3.2287304611731793,8.19127381433627,2.6869685536543493,1.9960674666856824,6.956909467178047
3.5725646357285807,2.456191767324906,8.505040475923957,9.276348195210241,7.934006252522508
6.956328111255792,2.042527351076383,2.075881253095741,4.575150457742069,3.4907232450343137
6.724019562974521,2.795112033000193,9.404094189742542,3.444923622052558,5.693316021089989
9.112276225291177,7.174000431759844,4.121177923835046,4.8680093311105175,5.7562939120487995
9.337306397096334,6.316734881282123,9.733442720461046,7.032216019647245,2.6276960743048807
5.749150534310486,3.32268458990478,6.118711890473909,3.8821729463787937,6.7283047665268505
3.278037058197895,3.9782362513973184,8.670045443288046,4.551209778709876,3.916260828888942
1.89590911321709,7.180735180943149,1.2235733699838547,1.669747308676902,4.904579459565765
7.005659878036475,9.025401664451966,2.689155107714204,5.835122987080748,5.8055587745760615
3.5648583825099225,1.5093671791168575,3.4484032054503517,4.554117546445781,8.28896862604947
9.383104555701506,6.144698363833736,3.8423003426807494,1.0492651823102728,1.182614729827389
7.214446522680018,2.4136566967319713,6.116326324857028,1.1436712589194167,3.8558457276634006
9.821546109359096,2.2840614805125354,4.839534894589779,3.6854832533980684,8.884886587136513
2.707615973331972,7.278387300336515,9.422640907421245,4.328660448331377,7.737917282507313
6.988769082775316,2.295755845177013,3.77887569284615,4.760647473588155,8.449544439630731
4.647163671788407,2.1334792703103918,2.914326540702168,9.292002679548848,4.931363702454632
5.317102423539383,9.82086437031318,4.737012505790549,4.468881702336057,2.61275672815182
5.969529457600551,4.099685372769465,2.1438312268867614,8.699270808125874,4.4314496938488865
6.994188132710652,5.679552639954608,8.327737391872043,7.234082887179899,1.5236503705968896
4.774789303497963,1.219090838368614,8.902690439656189,3.81677580481315,5.628279332084012
3.696084924572915,9.168613655036767,1.7075182254216856,2.122779720645471,6.219571043902107
6.687173289812346,1.7312722190581966,2.271086816056438,4.442717263781854,5.000939581730073
3.269481275860362,6.991611960096223,1.8712647307491268,2.2428322367696243,1.2352712885105248
5.967770640227523,3.3515759446959486,7.364675188034922,5.6352877278852,1.2590924470663194
7.5642815061917466,9.559504085691184,8.691469501346294,1.065171428950703,6.717727253866534
3.0555484682190013,4.678975069900426,6.026201009211919,3.424948040127407,4.347435876664736
2.332041103546219,4.378009885530698,4.552857877789094,9.295773220010764,9.176921747326503
3.0833128438202255,4.567984323644234,9.67724070083404,7.24246287298268,5.080651826449036
8.785218349769412,7.70204966649665,2.613823583459653,5.030771366768392,5.502981976243115
5.4152751416434075,3.8748865541467454,4.622696174006714,4.699842301105983,5.960628599689812
6.690560780893819,1.570669993953735,5.0099805935683985,5.801472380917803,4.395385756756014
2.7206437902316996,5.597320409335044,2.4451902667125562,1.921278314893387,7.984646472123582
2.435348682351738,8.67363587583992,8.189935417675047,1.025589308755881,3.1500939776473764
3.4534848033541516,3.4006882687552933,6.080603907428637,8.737575538189223,9.974552098284509
1.090362157821306,9.08140341420037,7.081183085814159,9.569931174805316,7.133913554595814
7.121811871749919,3.8581346801315837,5.572758234736622,1.2287861550367123,3.9228196506540023
9.623415041308013,1.0714540609088465,7.2862481396001115,3.487948540699263,4.340160180481337
8.444991011848682,2.113805219076963,9.263816648968271,2.040989742584905,9.743281067262538
1.0040826288234248,5.420454527836307,4.1137674487923945,6.513253923237254,9.787045411882477
5.9581174294844415,7.696739327031944,8.000709149324933,8.23179244696469,1.5463989359695876
3.1984641727715424,2.4114673877942034,8.604700654350502,7.426199090342977,4.548204485489343
8.465329004293267,8.360024302576289,5.9334599903336285,4.0092203098960395,4.291880482672487
8.751658294687454,1.826318737520432,7.287079379691746,1.7554906187781172,3.9532623611425444
2.6890747848626355,3.370093279953745,2.020517998302698,6.5466089976758735,3.059835390991668
7.0567359465598125,1.243262194245906,9.260084325498088,9.119829898299267,1.189066356643686
1.5565273009248446,1.5062774887196817,1.2751624580841572,7.8156885818140704,7.495047364532145
5.069545652417306,7.0839216429941505,4.209781528404968,9.189411649471918,4.748810855400182
7.90427241827454,3.3639170895733663,6.050118193574193,9.003395293816022,4.501908682182529
7.053817344739202,3.800398490155635,8.206110336431085,1.2861168934087748,7.601829352302234
3.136488259986966,3.5831474460508392,9.014933408843,6.386546508080567,8.070815491989629
6.33722292202868,7.521734384649095,9.255197407496379,9.38486669622391,9.788877404064946
4.9746039413167455,9.477230532393222,6.330537451879728,5.5314093531339115,7.349113610231803
7.795274128758766,7.081589374807609,7.830909383331863,7.533902959315837,5.81072935864713
6.544501231754505,8.54877815555211,3.5261929185191123,9.959776307336853,8.574157567464756
5.747970149841255,9.695580911270456,5.728133322645215,6.521412030112908,2.409767345882824
9.787247095241085,5.68032973315237,3.128500999176179,4.713106595090948,2.456662358898755
3.5494733858725436,1.4167880341819772,6.672021034497477,7.194202064571142,4.252717962106125
3.707643923125035,5.474034210205504,4.730195202406884,9.095293952143546,3.2864373238949254
4.9707852945824085,2.7568772183239894,8.011992548572731,8.907278657376365,2.4827137871654155
9.677690335114658,4.5067641758201615,6.55150140304281,8.690422910206506,4.702450157177433
4.733283969560982,3.000049308334835,6.132250917485821,5.784233778217526,5.25753058792369
2.459674595755986,3.720301829954811,8.224275966307633,4.004801098844151,4.584070784490558
9.620665747792257,4.76591334163985,9.323993896944115,8.929850182004925,6.371175096855147
3.275359459772107,4.611280154263612,5.725441505375217,3.3822336927007184,7.629204436032192
7.506877901736514,9.450270950010458,7.204007356551723,6.960801736612636,9.030944486016411
9.412849321379037,3.8586668245764715,8.73785963524258,8.900238994210532,6.254464397964718
8.943636397871085,5.899605684003694,6.605176157635793,6.464427809856074,1.3865373578019589
8.859843309222459,7.078810667941799,9.293598656400809,7.079166785509915,4.816164485662963
6.353899254782737,4.751648840983842,4.739325387218062,2.0577348682228696,5.670320233259041
4.585814590439252,1.0871848958223211,7.212575888612855,8.695147038154385,7.1168289994269465
7.719610077697117,2.3364741894903194,1.940683289772291,2.459372666456528,6.299388187271147
1.2220031284737667,1.4817724423470464,6.3415460466837175,7.176598365751129,7.145370806420027
5.0211211419249615,3.3235111805983673,5.563571919668355,4.513463946524915,4.768612961996643
5.266062321321799,4.7275107514606365,9.815737174897267,8.718218651741786,8.25124227140914
8.78491631929734,5.925363401386536,4.043155470297475,2.644588673580621,7.355607112570843
5.8088671768374995,6.723199165947063,5.104191386167141,3.7978877535606808,1.9203238769572952
5.780325253759529,6.388217802236788,9.771386302391715,4.948222857871552,5.988979773927522
8.145392837362884,4.408055341151387,2.5139634504545114,1.9869493414555979,6.780938777376077
9.4980265824315,7.9488241344459,1.0379755361939462,1.9797208312053551,7.519539144451956
2.893320435929119,3.1108487764838424,6.426667846629891,2.753179846454973,5.31758643493921
5.292024804708964,7.531347584108882,8.690285700373567,8.619510670506255,5.298787280185136
5.837138617605723,9.944666178107923,4.517462117176665,9.330064620356213,7.418034059075181
1.3511124294658496,5.198160667919427,4.456690769872765,6.3168113287594485,2.49821786260852
5.664267313237954,5.371182614439028,8.412036482944067,1.6832075381034337,1.625302508474423
5.172073833263049,2.7031013079324357,4.921179142606411,5.560475222040094,5.874477830557191
9.76481325015318,5.655672600764216,7.3328065194761765,7.238777618138748,3.069808913864379
5.287926152650396,2.876248137025088,8.851278335372099,5.101081837686862,6.726652175803566
9.839173073450342,3.890054634927992,6.275877881495774,6.831436102655898,8.73149564828725
4.480837355983849,3.558718564411425,5.545756834011715,7.270128658964827,8.379747680583087
8.102528613804791,6.229724076220869,9.90798628545023,7.554106397551165,1.0894752758973385
7.763287673191635,2.9029809846062022,8.167489933913375,8.629172379703766,9.41321595170428
8.09304830979275,5.059491653918695,1.2339876652269322,6.741547632404199,5.734955147206899
9.601398870323843,8.11999521139202,3.5940481587161712,9.429817597441893,6.898860895046206
6.670923714033308,3.7127103845547667,4.024327197466656,8.533803643006847,6.037334779308614
8.259165537013969,6.321674701328351,5.020173592837428,2.7718781311899994,1.1412527327020388
4.52608405442912,4.164341353668728,5.747358780377355,4.84186217105875,5.615477078977579
8.801961428430984,9.028459218358282,3.3207707603546135,1.665610619574278,8.131614510932017
9.531269252715243,2.347347363680608,9.030412407728667,7.219835330390719,7.537303825130658
5.6455861994240015,8.5369318074952,3.978869990200814,6.925397580850601,8.57302169208341
5.992031579890706,8.19672552629006,6.327878208457636,9.597021070236671,6.6810718876879855
5.6448927928654795,5.684005120647126,9.886465607251994,3.2229283919970797,3.671673808096007
2.7583517060001927,2.0378543246605063,1.455305795316264,9.320584749558455,1.505963297301795
5.6237160785001885,7.129538676945762,7.48370797867921,8.84259592585583,1.4914475736906976
2.737099678368176,1.704523614789319,2.1496735713211885,4.478352177031637,2.6903316763392278
3.3051971231427095,4.943271033827858,2.709653991065549,4.553033219637776,5.814517087150296
3.9131220274125167,3.9103034763890467,5.807663663536054,5.190046389600159,8.646698391732802
8.116501490315162,4.224773542469664,1.6646575209192291,2.0353027175710072,9.795563103677193
3.192990318952187,8.593473625866563,6.7476733192413985,8.725022277958383,7.0882778421327455
1.0103110499276664,7.779114935001953,8.663408249911296,7.1934119880003085,3.7229004735025386
6.9242617545917255,1.6124038994072722,6.858786385043217,5.6396357979150045,9.89501987702022
8.14398883355854,8.133802699280526,2.044557568571949,3.414226293277213,9.740080081645472
8.84658951365643,1.1934723194000454,2.590132531007981,2.9220315368693557,5.750305564205828
4.270025248767823,2.7213463020918014,7.5256759939738345,9.477833713282408,4.09558981168623
8.338876505516405,9.664829585540348,3.406530641242686,9.579313446349333,4.977635656103606
2.5593143370404654,8.511272525119335,8.667577145930858,9.143774380461773,3.940633325491654
2.186546559743782,8.567158209236993,5.3070894253238,5.98480659904532,2.1454068438059926
4.539276714594203,1.1483852736622557,8.58343721146756,9.0751363952329,8.020915519779837
7.480823173914616,9.97562781973345,2.585134011808439,3.6977262572122958,1.3155817783913593
2.354094421997244,6.855185661003413,4.142115423007968,9.891227509373865,1.7237363234234748
6.632274756848543,5.416486573383429,5.90259977743914,8.812319109133012,2.8574189648582298
6.656991301243888,4.0403613634444255,9.672462957909898,1.2318134096908424,1.7670652066100563
8.64125976040287,3.103535335018001,8.352362564550322,4.729733712026979,6.736724949536156
4.068485220869803,5.70078314424976,3.5321891383703266,2.23343851725922,1.944702413799758
4.29728472741431,3.9295776493603958,7.352880875838185,7.061192240265873,8.38661842117403
1.8575184075835107,3.0735538524381325,9.942722596451738,5.470098162004366,5.961686441286644
7.132115727027683,2.2796392975818933,9.938172899876628,4.778901303546393,5.558120398609735
4.999050823096185,1.6161705316702257,7.992695721409005,1.1235205668744652,6.471254208590592
8.169576952477621,4.185498255861678,7.2940626330479175,9.72785487393952,4.188327313673847
2.995437773474368,6.406014015009601,2.523639639051122,3.76167203069511,1.4273308201728825
6.617473545468953,2.0426415622110214,5.950419378635308,7.336526563838244,5.0200883340384035
8.670322512260793,5.63166451765273,8.755171427182216,6.67026258824601,3.230881137027348
2.6394220858649327,1.9506842159935123,7.041238493833356,1.5057997372237095,1.5027784280307437
7.033603742849839,1.5576424707526906,8.601190645654624,8.29415962306164,7.5159233351064145
3.510902476935659,9.856675533486953,2.1438315369814616,3.4956779314900466,5.54455290735462
8.426417486579751,3.8085345083421847,4.225628937531897,9.371933785339156,4.262557468671915
9.759693277985633,5.801276326744922,7.25007172294959,3.2666654661415975,7.859955460141118
3.258017423783053,5.873833708510507,5.091177727516589,1.560572274898428,3.815256117690746
1.2478670902371394,5.144901323977697,4.798963978580436,4.11357358700195,9.601482860308572
4.299615552186806,7.790315813025634,5.7414133169259,5.2869540322869,9.569132611710968
3.2513784791498113,1.7212029826007438,8.349582938768865,4.695259522909881,1.1984329400314704
3.590235305122886,6.950996608406228,8.208447910565472,3.7891885127733156,7.335031779377749
6.331451519051763,1.471640636911193,3.683504368607451,6.520545395849752,2.881869371777123
5.18174905704046,4.215794244875552,5.48800464817042,1.264091875219874,6.172623833246717
7.2062607492939055,5.9592199221534,6.32730239513879,4.337086923374751,3.008696071984203
3.617114522119328,8.03352016357503,6.080331133360074,5.132175425548379,9.81702779624
2.693577110025297,7.486900086904145,6.162985183708518,7.133165974135957,1.1787719176778295
2.703517951752809,5.147280665701839,4.418097952511126,2.721776010477967,6.293886154046406
3.471925444984929,1.553403988942075,7.48006114986236,5.81491658418345,8.626266770301271
1.2591943569523842,1.4243576325848015,2.3418436723226277,8.230682023095914,8.69301839899498
1.3889045643717473,6.768449936792404,8.108604698216764,7.636420061732356,9.162005691302594
9.577359140423644,8.345128567921954,7.074586581001768,4.920927250255387,9.422930316689587
1.5463467977981844,6.797482858097314,6.593749131189297,3.0228020796828035,7.87147892029115
4.148256099607055,5.5313571444348435,1.3542897252866868,3.907638537952046,3.830162315665321
7.677162070308331,4.038145383823954,5.664110826253152,6.16804117851093,9.783245029327626
6.118208545103918,1.3307242466071214,3.291824482620253,6.552253341595986,1.137500778821432
3.1966925768965697,4.59771308943157,1.8670776776426325,1.7079870965057697,5.244720985305217
2.1123285391082924,2.724454878555541,5.472955459019763,1.2447195355658365,2.668551586925148
2.1025663385225077,1.3094189943024555,5.137416815378476,2.791497976735481,1.9382906908631057
7.172130005864668,2.0240906582191944,6.959805011776881,8.448557605626082,2.0706776111256904
9.360084771315965,6.568379953097426,8.96653875863186,1.3357624472807603,8.183003770724365
5.81445198534047,9.24314502543259,9.383443429530931,3.7894444723992167,9.323293851407955
1.7871668049385097,2.2683298761686705,8.580945432952912,9.8388222056679,4.86496285037713
3.231482623607287,8.73048815668231,3.824168644588811,1.1517214864937837,3.2536018227538084
9.32635108550804,4.201963255227619,5.7047307772809805,1.43498265106542,7.054640171511558
9.138474848076184,3.4418860516121765,1.745100758680132,3.955758300287208,7.467275755065211
5.297446979322963,2.825323640925615,2.3480630231250568,7.238895200588181,1.757373578962482
3.3547259719390636,1.4809706654452863,4.132812436459323,3.374676217481926,1.1934531483221613
1.1620620223060452,9.487872743721828,3.6752142168718454,5.126832378126084,9.115490527860322
7.549637872842608,5.372368300874532,8.772099011856582,5.104866135118941,2.95040413089718
8.317010205844223,9.91905819629907,5.51151038968151,8.283964299998512,2.175487070969652
3.858707578168005,2.037872044834245,1.6254097963886327,5.116905751036687,1.8429288224347005
5.7939548220463575,7.510016512145477,3.7953313878146786,3.8228104344246208,3.22611154625168
3.8395893912582806,1.3994064450321315,6.465472980925184,2.365173399020594,6.912990777069296
3.8724613319370738,1.3594529005843774,1.9339823091951427,1.832333172352244,8.894135393458173
6.722695627935687,5.638594055457341,4.155627243875835,6.198201875054489,2.3419584456015854
8.623482300456352,7.359904027787401,8.799763570784448,9.513865478474994,3.6250605707131127
6.832913582527092,2.218164022479577,4.0867271694191345,2.374254237928384,7.946038331747414
4.421531518335526,2.214266163823571,4.424164029429807,1.530209830201684,2.790322019742927
9.384246629215607,2.3914148058188616,7.03250703351864,1.5735009848067403,9.359979004942259
3.2891713142774126,3.1698900866094113,9.095747601076672,3.143215398084517,2.2335258997577108
8.467828628613788,2.68811137645121,9.410704236780997,6.326261904695235,8.852143409764178
8.671953924713737,8.850624534988203,3.2075339214207745,5.019741193222725,1.4116005490027588
5.277250594783039,5.544753505365254,9.65451805173883,2.604727348185077,7.090274723874727
7.106379806399391,9.664242633420997,8.029241234349985,3.8733968593733294,3.3122451172095513
4.991240109734958,8.943800632936316,3.310402637512948,6.942872623659497,9.157747068594054
1.3146142171032045,2.6212099359725958,8.327846160941466,9.817936714023636,3.8946242404877442
3.8843483905054463,8.31487437495101,7.565796223113189,4.913436004710977,3.1187552921925974
7.9539955964497775,3.504487430832203,6.900661516862908,7.877810467228405,6.881630782510934
8.446506471879053,8.043060637381654,3.6608184890116533,5.850853026774626,3.3359938463101733
1.953294130522575,5.693719230037358,5.219853452767125,3.3193818715842816,3.2864796965634713
3.9502156836870537,9.325522392174665,4.302616719608749,3.5438705622361573,8.252662182918243
9.636003599581326,3.833371735557672,7.427845395372786,1.016125149486513,6.335524684794376
1.9212743661444334,4.015891811455427,6.84949010360147,6.927914563835207,5.0420884092876666
9.864678595470462,2.93256349513291,7.224933743928166,2.608788956725729,8.335611722040317
3.797319632060325,2.3106687164682524,1.6592825826995308,4.8092785776457845,6.019647550231945
9.532851138427562,6.776337530287693,9.43483138751101,3.6312947614069886,3.22897611061025
2.047261151667192,5.726816103458253,8.158486898668677,6.516862396705351,1.7744729679798605
5.71461727063814,8.276497754223072,1.6298941406851986,9.358906977088845,4.762020380690801
8.19243609980226,2.328017523185312,7.762651675800756,4.144700582464321,3.0155632400199672
1.4478757643956592,4.0847126515029295,2.688434386991728,8.063236733839293,3.6172984404817288
2.009544299177495,2.0544364129351114,5.695157857598545,7.757800249525264,5.443385828170416
5.117500843979101,7.723924669890182,6.83067503657081,8.288976366526459,1.7637387260359572
6.544848782971943,4.608854982291035,5.049877331845189,9.396820032089678,6.625333107581586
7.985465240857171,8.343512803441104,4.292239668284436,9.853936474699761,2.4325104521325107
5.396162517716953,8.173527880570719,2.953349058884965,5.562762655889484,1.0233539171109607
2.4340293717299173,1.4434065621686796,1.999621793311713,9.509448961832094,5.348133997826952
2.712365379228763,2.8294558037861504,9.377724536120216,7.536127754802006,1.3174880774954452
8.737115923813196,4.9539296064317755,5.064879902082341,5.503147020882918,8.046898710037187
2.216492684131796,5.448263688370542,3.627149859557277,2.1857277637257204,1.0136118742382147
5.775602153898937,6.837181730213281,3.4854600935651963,8.422421962048492,3.8245914611359964
7.758873264190703,5.871857611941933,4.2669835202788,9.070566215644245,2.753807980431014
2.5613788586766493,7.770895472104648,1.3587391035085519,7.0061353616540085,2.4583036445977897
5.258292294876664,3.612395199857228,1.2624430015743426,5.705751957392482,1.4511348788618892
1.3893466616839092,1.7663588373125054,1.3667474009772027,3.856903528579929,7.569482323336609
4.129604867471574,9.617804623329905,6.763118600898388,1.7215982707697872,1.6873319786763403
